,popularity,vote_count,original_language,title,vote_average,overview,release_date
1395,44.968,4253,en,Bad Boys II,6.6,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",2003-07-18
1396,44.922,511,en,Barbie and the Three Musketeers,7.2,"Corinne (Barbie) is a young country girl who heads to Paris to pursue her big dream – to become a female musketeer! Never could she imagine she would meet three other girls who secretly share the same dream! Using their special talents, the girls work together as a team to foil a plot and save the prince. It's all for one and one for all!",2009-09-15
1397,44.903,1123,en,Paranormal Activity: The Marked Ones,5.4,"Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul.",2014-01-01
1398,44.894,463,en,The Indian in the Cupboard,6.4,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,1995-07-14
1399,44.892,191,en,The Day,5.1,"Open war against humanity rages. For five survivors – lost and on the run – the pursuit is relentless, the bullets are dwindling and the battle is everywhere. This is a 24-hour look into their lives.",2011-09-15
1400,44.884,3660,en,Monsters vs Aliens,6.2,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",2009-03-19
1401,44.864,1743,en,Norbit,5.6,"A mild-mannered guy who is engaged to a monstrous woman meets the woman of his dreams, and schemes to find a way to be with her.",2007-02-08
1402,44.862,107,en,Beethoven's Big Break,5.2,"Eddie, a struggling animal trainer and single dad suddenly finds himself the personal wrangler for a large and lovable St. Bernard whose fabulous movie ""audition"" catapults the dog to stardom. However, a trio of unscrupulous ne'er-do-wells have plans to kidnap the famous dog and hold him for ransom.",2008-12-26
1403,44.798,2,en,A Royal Queens Christmas,6.0,A prince finds his way to Queens during Christmas when a local woman enlists his help with a children's Christmas show.,2021-12-11
1404,44.758,7693,ko,Snowpiercer,6.9,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",2013-08-01
1405,44.755,1017,en,Jackass 3D,6.6,"Johnny Knoxville, Bam Margera, Steve-O, Wee Man and the rest of their fearless and foolhardy friends take part in another round of outrageous pranks and stunts. In addition to standing in the path of a charging bull, launching themselves into the air and crashing through various objects, the guys perform in segments such as ""Sweatsuit Cocktail,"" ""Beehive Tetherball"" and ""Lamborghini Tooth Pull.""",2010-10-15
1406,44.708,940,en,Tracers,6.1,"Wanted by the mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger.",2015-01-15
1407,44.707,2437,en,Cloudy with a Chance of Meatballs 2,6.4,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",2013-09-26
1408,44.7,7772,en,Star Trek Into Darkness,7.3,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",2013-05-05
1409,47.572,4,en,Introducing Chucky: The Making of Child's Play,5.8,A vintage featurette about the making of Child's Play (1988).,1988-11-09
1410,44.678,3937,en,American Pie 2,6.2,"After a year apart - attending different schools, meeting different people - the guys rent a beach house and vow to make this the best summer ever. As it turns out, whether that will happen or not has a lot to do with the girls. Between the wild parties, outrageous revelations and yes, a trip to band camp, they discover that times change and people change, but in the end, it's all about sticking together.",2001-08-10
1411,52.71,1321,en,Dora and the Lost City of Gold,6.8,"Dora, a girl who has spent most of her life exploring the jungle with her parents, now must navigate her most dangerous adventure yet: high school. Always the explorer, Dora quickly finds herself leading Boots (her best friend, a monkey), Diego, and a rag tag group of teens on an adventure to save her parents and solve the impossible mystery behind a lost Inca civilization.",2019-08-08
1412,44.593,1301,en,Descendants 2,7.5,"When the pressure to be royal becomes too much for Mal, she returns to the Isle of the Lost where her archenemy Uma, Ursula's daughter, has taken her spot as self-proclaimed queen.",2017-07-21
1413,44.587,2562,en,Sicario: Day of the Soldado,6.9,Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.,2018-06-27
1414,44.578,1114,en,Goosebumps 2: Haunted Halloween,6.1,"Two boys face an onslaught from witches, monsters, ghouls and a talking dummy after they discover a mysterious book by author R. L. Stine.",2018-10-11
1415,39.148,7,en,Chucky's Vacation Slides,6.3,"Slasher-film star Chucky, his wife Tiffany, and their gender-ambiguous child Glen/Glenda gather in the living room for a slideshow of their vacation. Despite promising that he would ""cut back"" on his murderous behavior, the remains of Chucky's victims keep appearing throughout the slides.",2005-06-07
1416,44.556,55,en,The Virginity Hit,4.5,"Four guys, one camera, and their experience chronicling the exhilarating and terrifying rite of passage: losing your virginity. As these guys help their buddy get laid, they'll have to survive friends with benefits, Internet hookups, even porn stars during an adventure that proves why you will always remember your first time.",2010-09-24
1417,44.4,735,en,Yes Day,6.9,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.,2021-03-12
1418,44.542,15,ja,Twilight,6.5,"Hakubo tells the story of two young people who live in rural Fukushima: Sachi Koyama, a girl who excels at playing the violin, and Yuusuke Kijinami, a boy who loves to paint. After an awkward, chance encounter, the two meet and begin to fall in love, but Yuusuke is still living in the shadow of the 2011 Tohoku earthquake and tsunami.",2019-06-21
1419,53.645,3965,en,Skyscraper,6.3,"Framed and on the run, a former FBI agent must save his family from a blazing fire in the world's tallest building.",2018-07-11
